rerid,speaker,intent,text
1,Teacher,100,okay student would like read student answer 
1,Teacher,100,student would like read student answer 
1,Teacher,100,okay student what think 
1,Teacher,100,talk about some student answers would like volunteer student answer student 
1,Teacher,100,start student answer student 
1,Teacher,100,great somebody volunteers give word might underline help find answer student 
1,Teacher,100,wanted just student remind student answer 
1,Teacher,100,told water heavy carrying water maybe good idea student 
1,Teacher,100,what about number paragraph could anybody find answer 
1,Teacher,100,student maybe 
1,Teacher,100,right guys circle word 
1,Teacher,100,student would like tell what word circled 
1,Teacher,100,student start what word circle student question 
1,Teacher,100,good about student 
1,Teacher,100,student someone tell what word circled 
1,Teacher,100,student good would like share what circled paper breeding passage 
1,Teacher,100,student what underline circle 
1,Teacher,100,okay student know what underline circle 
1,Teacher,100,student okay right then what underline circle 
1,Teacher,100,student would remind what told before 
1,Teacher,100,want know from maybe each tell something remember found interesting about reading like start student tell something found interesting about reading 
1,Teacher,100,okay student what about there something interesting stood about reading 
1,Teacher,100,okay student what about there something really interesting about reading 
1,Teacher,100,student thank raising student hand would like share something interesting about reading 
1,Teacher,100,right student said knew about science there something interesting about article stood 
1,Teacher,100,okay student's hand first what think student 
1,Teacher,100,student something student like 
1,Teacher,100,sorry student what 
1,Teacher,100,student remember 
1,Teacher,100,student what 
1,Teacher,100,student right anything else want 
1,Teacher,100,student sorry more time 
1,Teacher,100,student what what correct what write down 
1,Teacher,100,just what guys student find 
1,Teacher,100,right then student chance revise student 
1,Teacher,100,student would remind student answer 
1,Teacher,100,student sorry couldn't hear repeat 
1,Teacher,100,student raise hand tell what equipment 
1,Teacher,100,student what think about reading informative 
1,Teacher,100,what think about article student 
1,Teacher,100,student interesting 
1,Teacher,100,will like student 
1,Teacher,100,student what think about article learn something article today 
1,Teacher,100,student thanks raising student hands there 
1,Teacher,100,student what equipment think 
1,Teacher,100,what think student what equipment 
1,Teacher,100,okay student what equipment think scientist used discover water moon 
1,Teacher,100,student what student answer 
1,Teacher,100,student know about space even remember correctly said scientist equipment like oxygen tanks 
1,Teacher,100,student absolutely very good thank what student response 
1,Teacher,100,thank understanding today student like hear student response 
1,Teacher,100,sorry student might dismiss heard could repeat student response word word just make sure 
1,Teacher,100,student start what student answer question number 
1,Teacher,100,student statement more time 
1,Teacher,100,student okay look student statement 
1,Teacher,100,student once read student statement 
1,Teacher,100,student okay what 
1,Teacher,100,once read back studentwhat think about answer question 
1,Teacher,100,student also hear 
1,Teacher,100,student what student answer question 
1,Teacher,100,good answer just might some improvement there student what 
1,Teacher,100,student what student answer sorry 
1,Teacher,100,student well he's reading what student answer 
1,Teacher,100,guys luck searching more stuff over there 
1,Teacher,100,student just said know what student answer 
1,Teacher,100,right student what's another 
1,Teacher,100,student would like hear from 
1,Teacher,100,small things moon looked through what student 
1,Teacher,100,no ice circled same thing what student 
1,Teacher,100,what think student what student answer remember 
1,Teacher,100,would anybody like share responses what equipment scientist discover water moon 
1,Teacher,100,student okay tell student answer 
1,Teacher,100,okay student what create student answer 
1,Teacher,100,okay what other questions student 
1,Teacher,100,look student answer student 
1,Teacher,100,student repeat please 
1,Teacher,100,student tell 
1,Teacher,100,awesome greatfirst want start studentcould read student answer 
1,Teacher,100,studentread student answer 
1,Teacher,100,student will read student answer please 
1,Teacher,100,okay look student 
1,Teacher,100,student okay what student answer 
1,Teacher,100,okay okay wants share what word choose what word from question circle student 
1,Teacher,100,from other group wants share which word discuss 
1,Teacher,100,right anybody wants share what mean student 
1,Teacher,100,student refresh memory what student answer 
1,Teacher,100,student okay on what circle 
1,Teacher,100,student what circle 
1,Teacher,100,student what student answer question what tool scientist used discover water moon 
1,Teacher,100,okaylook student answer gave student 
1,Teacher,100,student answer question 
1,Teacher,100,studentwhat want first 
1,Teacher,100,okay what student what want student 
1,Teacher,100,okay sorry student what want 
1,Teacher,100,okay what student response student 
1,Teacher,100,student okay student answer tell what student answer 
1,Teacher,100,student what think 
1,Teacher,100,student think water could useful 
1,Teacher,100,student what think think water could valuable from moon 
1,Teacher,100,student what think 
1,Teacher,100,okay student what think 
1,Teacher,100,student look back student answer answered 
1,Teacher,100,okay that's word student maybe give another 
1,Teacher,100,about student 
1,Teacher,100,student right there different word found 
1,Teacher,100,student remind what student answer question 
1,Teacher,100,student tell what student answer 
1,Teacher,100,okay student tell what student answer 
1,Teacher,100,remind student what student answer question 
1,Teacher,100,student what student answer 
1,Teacher,100,okay guys ahead review student answers student 
1,Teacher,100,well review some answers then we'll about okay student no ice when answered repeat student answer 
1,Teacher,100,okay while look going student look 's answerrepeat student answer please 
1,Teacher,100,student repeat student answer 
1,Teacher,100,student / 
1,Teacher,100,student repeat student answer 
1,Teacher,100,read student response more time student please 
1,Teacher,100,okay student discover discover equipment scientist used discover water moon 
1,Teacher,100,student okay well know answer question talking about today scientist discover water moon 
1,Teacher,100,student remember name 
1,Teacher,100,right before little time need good clear concise answer anyone would like share 
1,Teacher,100,student student answer what 
1,Teacher,100,student could talk about student answer 
1,Teacher,100,okay student please 
1,Teacher,100,student share student friends what student response 
1,Teacher,100,student don't share 
1,Teacher,100,thankstudent would like share something underline 
1,Teacher,100,student what underline 
1,Teacher,100,student right student what student answer 
1,Teacher,100,student what send investigate moon s crater 
1,Teacher,100,good good sounds good know guys already submitted some questions student talk about student question little student answer gave 
1,Teacher,100,right cool thanki'll need student help guys show student responses first question 
1,Teacher,100,awesome student talked about 
1,Teacher,100,student microscope premier 
1,Teacher,100,student yeah okay read student answer sometimes hard keep many can't 
1,Teacher,100,student tell what 
1,Teacher,100,while student thinking going answer guys question what need student what student question 
1,Teacher,100,alright student find something else 
1,Teacher,100,good okay think paragraph really important student asked something 
1,Teacher,100,right student talked 
1,Teacher,100,student okay tell what 
1,Teacher,100,okay over some answers student want give student answer 
1,Teacher,100,student would like give student answer reading into question 
1,Teacher,100,student tell what think answer what found text 
1,Teacher,100,student what find text 
1,Teacher,100,then student said knew about space really enjoyed reading then what find nasa used 
1,Teacher,100,student what reading 
1,Teacher,100,student about read read student story what find 
1,Teacher,100,what circle student 
1,Teacher,100,would appreciate would just kind listen maybe will learn something student read student answer about question asked 
1,Teacher,100,answered same student student word tell would answer question 
1,Teacher,100,student what student response what 
1,Teacher,100,student question 
1,Teacher,100,sure student student hand question 
1,Teacher,100,student want firstawesomefirst okay 
1,Teacher,100,student ahead 
1,Teacher,100,student something student hand raised 
1,Teacher,100,okay welljust really good pointrepeat student 
1,Teacher,100,student what 
1,Teacher,100,student sure okay we'll keep looking student what what help what think know answer 
1,Teacher,100,what else student 
1,Teacher,100,student what valuable mean 
1,Teacher,100,okay perfect alright start 's group what some things said make water valuable resource from moon student 
1,Teacher,100,student question 
1,Teacher,100,what else think would make water valuable student what student thoughts 
1,Teacher,100,student what's another water could valuable what's another thing could water 
1,Teacher,100,okay student ahead 
1,Teacher,100,what some things oxygen what think student 
1,Teacher,100,student what think 
1,Teacher,100,student what think used determine water moon what what reading tell 
1,Teacher,100,student question 
1,Teacher,100,student ideas about might detect water from orbiter 
1,Teacher,100,student thoughts about 
1,Teacher,100,ahead what think student ahead 
1,Teacher,100,student what 
1,Teacher,100,student sabina care share student response 
1,Teacher,100,student what what 
1,Teacher,100,water moon could valuable astronaut student stated there convincing evidence correct 
1,Teacher,100,then student what astronaut could 
1,Teacher,100,teacheralright student without looking text know answer question 
1,Teacher,100,right student what student answer discussion question 
1,Teacher,100,student 
1,Teacher,100,alright student kind want explain student answer 
1,Teacher,100,what student 
1,Teacher,100,student what discover 
1,Teacher,100,student 
1,Teacher,100,student haven't spoken what believe sent moon 
1,Teacher,100,would like least beginning studente know what first question 
1,Teacher,100,student what student answer question 
1,Teacher,100,okay over first group 
1,Teacher,100,student what's something learn from student partners 
1,Teacher,100,student okay student answer will refresh memory tell what student answer 
1,Teacher,100,student 
1,Teacher,100,student 
1,Teacher,100,okay student isn't what mentioned student need scientific tool called what 
1,Teacher,100,okay right student 
1,Teacher,100,student seems likehere kind same pathread student response please 
1,Teacher,100,then while student hear from some people haven't talked about what aboutstudent when tell what what read 
1,Teacher,100,okay what what find what what like share together group 
1,Teacher,100,sounds very good would anyone like open what thought response first discussion question 
1,Teacher,100,student anything would like share 
1,Teacher,100,what called guys guys other information about lunar orbiter 
1,Teacher,100,student what small machine called 
1,Teacher,100,student well then ahead 
1,Teacher,100,student even ahead start 
1,Teacher,100,someone else talk second anyone hand raised 
1,Teacher,100,student what know about equipment used space 
1,Teacher,100,what thinking student haven't heard much from 
1,Teacher,100,student what thinking 
1,Teacher,100,student what thinking number 
1,Teacher,100,actually anyone want start share opinion allowed 
1,Teacher,100,glad haven't figuredremind student student answer 
1,Teacher,100,student share student answer 
1,Teacher,100,alright student find where 
1,Teacher,100,student found oxygen tank 
1,Teacher,100,student question 
1,Teacher,100,student finished 
1,Teacher,100,more seconds 987654321 right actually start student we'll move around circlewhat word circle
1,Teacher,100,student what circle 
1,Teacher,100,what student 
1,Teacher,100,student what 
1,Teacher,100,student what 
1,Teacher,100,whatstudent tell about microscope there 
1,Teacher,100,anybody want to-- 
1,Teacher,100,seems where student something share 
1,Teacher,100,looking over student responses seems like everyone read article question 
1,Teacher,100,student right what decide most important word question somebody raise student hand 
1,Teacher,100,student answer ma'am 
1,Teacher,100,student hold student hand raised what think most important word 
1,Teacher,100,student when tool identified piece equipment ahead raise student hand 
1,Teacher,100,then student explain student answer 
1,Teacher,100,student start second equipment from passage moon desert 
1,Teacher,100,student what equipment mentioned there 
1,Teacher,100,student jimmy want repeat what student response question 
1,Teacher,100,student exactly very good what equipment discover water 
1,Teacher,100,student what 
1,Teacher,100,student what student answer 
1,Teacher,100,okayanything what student said 
1,Teacher,100,okay student what thinking 
1,Teacher,100,student then what back find answer 
1,Teacher,100,said circled same student tell what equipment scientist discover water moon 
1,Teacher,100,alright student student hand what find 
1,Teacher,100,anyone else student what find 
1,Teacher,100,anybody ideas 
1,Teacher,100,start student would mind reading student answer 
1,Teacher,100,student would remind what saying just catch back 
1,Teacher,100,what else guys decide student group discussion 
1,Teacher,100,student ahead 
1,Teacher,100,student ahead 
1,Teacher,100,student question 
1,Teacher,100,student would like share first 
1,Teacher,100,hear from student partner student what 
1,Teacher,100,student would like first 
1,Teacher,100,student would like anything 
1,Teacher,100,student what student answer question 
1,Teacher,100,student okay answer question there convincing evidence water moon could valuable what student answer question 
1,Teacher,100,student what what student answer question 
1,Teacher,100,student what student answer 
1,Teacher,100,student what student answer question 
1,Teacher,100,alright guys where left talking about periodic element table student student response second question remember what said about water 
1,Teacher,100,miss student what think 
1,Teacher,100,student right miss some vana figured 
1,Teacher,100,okay real quick back last question student repeat answer came 
1,Teacher,100,guys want share student responses article 
1,Teacher,100,guys ideas from reading want share student 
1,Teacher,100,first hear student what's student response 
1,Teacher,100,great student 
1,Teacher,100,student what student answer 
1,Teacher,100,student whoa whoa what respond question 
1,Teacher,100,student okay want share what thought water valuable resource 
1,Teacher,100,yeah that's reason anybody other reason thought water valuable resource 
1,Teacher,100,never know student what think okay 
1,Teacher,100,student what water valuable resource 
1,Teacher,100,student hear some student responses 
1,Teacher,100,anyone else want share wrote 
1,Teacher,100,good studentdidn't want want share
1,Teacher,100,student read something different similar 
1,Teacher,100,awesome okayknow unsure about being group look student response 
1,Teacher,100,student want share 
1,Teacher,100,student someone raise hand know what 
1,Teacher,100,student anything 
1,Teacher,100,okay everyone mind giving student answers really quickly before give some feedback 
1,Teacher,100,student going figure right could remind what student answer 
1,Teacher,100,student about 
1,Teacher,100,good right student student turn 
1,Teacher,100,alrightstudent best look through text going come back okay student what student answer 
1,Teacher,100,student about 
1,Teacher,100,student well there's multiple pieces equipment they're right what student original answer build 
1,Teacher,100,student what student answer remind 
1,Teacher,100,alright student student turn remind what student answer question number 
1,Teacher,100,student sorry when hydrogen while 
1,Teacher,100,student asked question what equipment scientist discover water moon what student answers 
1,Teacher,100,student wants share first 
1,Teacher,100,anybody else like share what would change answer 
1,Teacher,100,student what would change student answer 
1,Teacher,100,student what would change student answer 
1,Teacher,100,would anybody else like share what would change answers 
1,Teacher,100,student because already went yesterday 
1,Teacher,100,student want share what attend student interview 
1,Teacher,100,student want some things know years before 
1,Teacher,100,don't around tablestart then will on student 
1,Teacher,100,student 
1,Teacher,100,student what about 
1,Teacher,100,student what about 
1,Teacher,100,anybody tell 
1,Teacher,100,want student first want remind what answer 
1,Teacher,100,what word anyone circle 
1,Teacher,100,student want some people share what equipment circled 
1,Teacher,100,student first 
1,Teacher,100,student ahead 
1,Teacher,100,right perfect which student wants speak first about what equipment scientist used discover water moon student 
1,Teacher,100,student yeah what said student answer what tell 
1,Teacher,100,student going look going told student answer 
1,Teacher,100,student could tell what think 
1,Teacher,100,student maybe 
1,Teacher,100,student what student answer tell 
1,Teacher,100,student repeat student answer 
1,Teacher,100,anybody want explain answer question initially 
1,Teacher,100,awesome okay looking responses anyone just raise student hand anyone would anyone like share response 
1,Teacher,100,spotsince small group think just comfortable maybe sharing 
1,Teacher,100,student mind tell what tool need 
1,Teacher,100,student which what like- 
1,Teacher,100,want share student sentence really quick studentwell 
1,Teacher,100,student perfect what's student answer okay 
1,Teacher,100,student what 
1,Teacher,100,anyone know answer question 
1,Teacher,100,anyone else want share answers 
1,Teacher,100,student okay hear 
1,Teacher,100,student perfect wants share answer first 
1,Teacher,100,student what student answer hear more time 
1,Teacher,100,student wants share answer first 
1,Teacher,100,student read student answer more time please 
1,Teacher,100,student read student answer please 
1,Teacher,100,student going call first what when answer question 
1,Teacher,100,student tell what responded question 
1,Teacher,100,student tell what answered what student answer 
1,Teacher,100,today student could tell what equipment scientist discover moon could read student answer 
1,Teacher,100,alright student tell what answered what said 
1,Teacher,100,student tell what said 
1,Teacher,100,guys tell little about what think equipment look like student 
1,Teacher,100,student sounds great want start 
1,Teacher,100, student that's that's totally correct think we'd agree microscope would look water really closely although think about what happens before point right 
1,Teacher,100,student know exactly equipment used discover water moon right think each like piece then just just needed microscope 
1,Teacher,100,student like couple people just circle microscope that's great example there multiple tool like just pointed come from things 
1,Teacher,100,student need microscope look really closely things what scientist used find water moon 
1,Teacher,100,student semi right could went into more detail small machine small machine called lunar orbiter 
1,Teacher,100,student very close 
1,Teacher,100,student exactly like student thinking what keeps water together passage 
1,Teacher,100,student partially correct need microscope however that's didn't just send microscope moon 
1,Teacher,100,student well partially correct equipment sent machine called lunar orbiter able across ground surface moon surface check deposit 
1,Teacher,100,student then once figured there 
1,Teacher,100,student deposits very small water then microscope make sure what thought there okay microscope actually gave evidence 
1,Teacher,100,student there water moon 
1,Teacher,100,student then tool used microscope 
1,Teacher,100,student completely wrong will send small machine really doesn't 
1,Teacher,100,student that's said student student right track 
1,Teacher,100,student okay said student meet scientific tool called microscope look really closely right microscope piece equipment 
1,Teacher,100,yeah sure okay student also right scientist equipment like oxygen tanks 
1,Teacher,100,valuable okay agree valuable word that's right going look more thing more other word question student could tell what word another word circled 
1,Teacher,100,student scientist found crater full water moon absolutely true that's absolutely something reading 
1,Teacher,100,student okay there's pieces equipment actually looking here 
1,Teacher,100,student kind version other slits think about 
1,Teacher,100,student wouldn't needed pieces equipment actually figure there water moon 
1,Teacher,100,student equipment microscope piece scientific equipment correct 
1,Teacher,100,student yeah that's right 
1,Teacher,100,student awesome okay yeah would used equipment would oxygen they're moon astronaut moon right 
1,Teacher,100,student well enough that's right astronaut correct 
1,Teacher,100,student well okay pieces equipment correct 
1,Teacher,100,okay read student answers think very good points everyone think little more about what question about example question what question 
1,Teacher,100,student says nasa sent small machine right enough question sent small machine look better word answer question 
1,Teacher,100,student okay said nasa send small machine right think read little 
1,Teacher,100,student think even better think that's great response think make amazing response question asking what equipment scientist discover water moon 
1,Teacher,100,that's rightwhat kind learn from student here learn looking middle ground between both both pretty much gave good answer gave 
1,Teacher,100,student really really good almost exactly where want still make couple improvements there close thank student 
1,Teacher,100,student that's right piece puzzle right that's what talking earlier mentioned microscope 
1,Teacher,100,student know what that's correct statement wrote down need microsoft skype look something that's really small when back look question 
1,Teacher,100,student look student answer scientist equipment like oxygen tanks 
1,Teacher,100,student that's very knowledgeable point 
1,Teacher,100,that's very critical tool when learning together group that's awesome dead 
1,Teacher,100,student okay track find right answer going deeper 
1,Teacher,100,student right small machine that's what using discover where water 
1,Teacher,100,okaystudent think scientist used microscope look very very closely 
1,Teacher,100,student student answer wrong totally right either 
1,Teacher,100,would almost there student would because question very specific meaning what piece equipment said small machine 
1,Teacher,100,student examples equipment just particular moment 
1,Teacher,100,student okay nasa good point question 
1,Teacher,100,student sort right send machine 
1,Teacher,100,student said scientist equipment like oxygen tanks equipment like oxygen tanks 
1,Teacher,100,student really close sure 
1,Teacher,100,student obviously true statement right can't live without water 
1,Teacher,100,student well microscope definitely equipment used space like because 
1,Teacher,100,student okay getting there 
1,Teacher,100,okay great okay reread over text becausestudent really close answer 
1,Teacher,100,student well yeah that's what just there 
1,Teacher,100,student that's true couldn't crystals investigate without small machine right 
1,Teacher,100,student tools used some observation some research 
1,Teacher,100,student maybe there's something back text could find some more 's information student information work together come full more complete answer 
1,Teacher,100,student okay that's that's part answer could more space more room 
1,Teacher,100,student okay good that's good start student answer 
1,Teacher,100,student good start 
1,Teacher,100,student well completely wrong 
1,Teacher,100,student okay yeah understand really close 
1,Teacher,100,student yeah looked really close microscope weren't exactly wrong there just more specific answer yeah good 
1,Teacher,100,student that's very interesting take actually first read through answering question thought same thing 
1,Teacher,100,student because would 
1,Teacher,100,student wrong okay just need elaborate little more okay 
1,Teacher,100,student right things question about what equipment scientist discover water moon they're moon know they're using oxygen tanks stuff like what need find about water moon 
1,Teacher,100,student nasa sent small machine didn't sent astronaut space make sense 
1,Teacher,100,really like what said nasa send small machine right direction want everybody look text 
1,Teacher,100,student polar crater student part answer right 
1,Teacher,100,student student piece 
1,Teacher,100,student yeah sound like agree oxygen tanks when they're space moon think what trying figure 
1,Teacher,100,student well student right need microscope look water 
1,Teacher,100,student student answer necessarily wrong just little deeper make student answer more detailed just little better what right what great start 
1,Teacher,100,student said nasa sent small machine correct send student small machine order discover water 
1,Teacher,100,student that's good need 
1,Teacher,100,student oxygen tank maybe used breathe 
1,Teacher,100,student okay find 
1,Teacher,100,student craters water moon 
1,Teacher,100,student student answer incredibly wrong headed right direction would definitely need microscope because water 
1,Teacher,100,student student answer scientist found crater full water moon article found crater some water moon didn't full water 
1,Teacher,100,student mhmm good student answer just needed little more whole small piece answer 
1,Teacher,100,because student just responded thinks knows just about everything aboutwant tell really enjoyed reading student answer because talked about water split said split into parts hydrogen oxygen correct 
1,Teacher,100,student okay yeah student right scientist would oxygen tank breathe space 
1,Teacher,100,student yeah maybe just little more attention exact question correct student response just didn't specifically answer question 
1,Teacher,100,astronauts didn't oxygen oxygen tanks like student said 
1,Teacher,100,yeah okay looking student responses will student probably closest getting correct answer student response 
1,Teacher,100,student sounds filming crater full water moon okay find crater water 
1,Teacher,100,student necessarily 
1,Teacher,100,right student nasa send small machine student almost 100% right 
1,Teacher,100,student right okay good maybe microscope isn't what used discover 
1,Teacher,100,because look listen look student answers student said scientist found crater full water moon 
1,Teacher,100,student that's entirely true find water some places 
1,Teacher,100,microscopes discover things just like guys said tool help discover things 
1,Teacher,100,student what tool scientist used microscope 
1,Teacher,100,student think both right fact scientific tool just need clarify what tool 
1,Teacher,100,right small machine great student 
1,Teacher,100,student moon isn't ready live student absolutely right 
1,Teacher,100,student tools scientist just make sure student reading question what specific equipment used discover water moon okay 
1,Teacher,100,student okay would would correct there's definitely oxygen space 
1,Teacher,100,student well part part answer 
1,Teacher,100,student okay well student able find there used small machine know very good able discover sort what answer 
1,Teacher,100,student know correct student able find where able find water 
1,Teacher,100,student well would definitely equipment especially know breathe sort operate within space around moon moon good yeah yeah 
1,Teacher,100,student totally sure could like maybe entire moon being covered garden 
1,Teacher,100,student wrong answer could better ch ice going talk about more about when talking just like brought discover before when look question look discover 
1,Teacher,100,student both right track here equipment they're using microscope water 
1,Teacher,100,student might made observation about scientist finding crater which very good student noticing crater that's where water 
1,Teacher,100,student partially correct student right sense nasa send small machine 
1,Teacher,100,student correct nasa types equipment boots special special article clothing some some things like oxygen tanks different things things might like when they're exploring space around space missions they're talking about machine find about find about deposit 
1,Teacher,100,student yeah that's really good question lunar orbiter wouldn't need microscope 
1,Teacher,100,student student partially right when kind 
1,Teacher,100,student that's really interesting don't know that's truth mean don't know like that's like truthful like 
1,Teacher,100,talk about student student answer scientist equipment like oxygen tanks true 
1,Teacher,100,student that's true tell read part text that's true student talking about water which questions asking talk about water 
1,Teacher,100,student right student definitely right 
1,Teacher,100,on said need scientific tool called microscope look really closely water moon guys both right track guys really thinking like where student headed 
1,Teacher,100,student absolutely absolutely some great observations yeah absolutely would equipment nasa would refer back question what equipment scientist discover water moon 
1,Teacher,100,student scientific tool think right track 
1,Teacher,100,perfect student absolutely right track 
1,Teacher,100,student absolutely student absolutely right equipment huge what 
1,Teacher,100,think guys great right track 
1,Teacher,100,student absolutely fact true focus what question actually asking 
1,Teacher,100,student yeah said would look closely discovered found there water there 
1,Teacher,100,student microscope 
1,Teacher,100,student correct scientist equipment like oxygen tanks 
1,Teacher,100,student think answers getting right track 
1,Teacher,100,student getting right answer 
1,Teacher,100,student know what mean microscope look closely water 
1,Teacher,100,student equipment while moon stuff like 
1,Teacher,100,well that's very good microscope would part answer lunar orbiter would also part answer right student 
1,Teacher,100,okay student look student answer said scientist equipment like oxygen oxygen tanks very true know when space need oxygen able breathe 
1,Teacher,100,student scientists need other other equipment like oxygen tanks when into space help 
1,Teacher,100,student small actually smaller small microscopic really word means very very small small enough where can't actually without special tool 
1,Teacher,100,student that's great question student partially right entirely there student very right when actually microscope water absolutely 
1,Teacher,100,student that's absolutely right only halfway right know foot door rest 
1,Teacher,100,student halfway 
1,Teacher,100,student absolutely microscope actually water 
1,Teacher,100,student sure absolutely some equipment moon can't imagine just know stroll moon absolutely equipment there student wrong regard 
1,Teacher,100,student essence yeah should probably oxygen tanks when space need breathe right 
1,Teacher,100,student student right whenever into space there's equipment into space moon land moon 
1,Teacher,100,student absolutely student initial answer correct need water able drink able survive 
1,Teacher,100,what missjust read what's advantages told makes think there might full water what guys think 
1,Teacher,100,student oxygen tanks find water know exactly purpose oxygen tanks designed 
1,Teacher,100,student right even though wasn't even though didn't oxygen takes help mission find samples 
1,Teacher,100,student okay looking wouldn't need space exploration 
1,Teacher,100,student tools like 
1,Teacher,100,student well right thing then find other tool scientist used almost right just more tool 
1,Teacher,100,student helped saying there matter microscope still trying figure what other tool even audio 
1,Teacher,100,student microscope wrong we've answered part question want says what other what tool found tool want find other tool microscope correct want find other tool also story even said 
1,Teacher,100,student items needed find water moon find other item needed moon 
1,Teacher,100,student think helped each other come conclusion bunch answers might thought after read first time ice talk other people ideas right 
1,Teacher,100,student okay student answer wasn't completely wrong mention nasa send small machine 
1,Teacher,100,student would love actual student student answer completely wrong 
1,Teacher,100,student yeah pretty good response because lunar orbiter definitely small machine what sent moon 
1,Teacher,100,student really awesome response because definitely true scientist equipment like oxygen tanks 
1,Teacher,100,student yeah definitely like used oxygen tanks equipment 
1,Teacher,100,student okay really good thing bring on appreciate student response isn't wrong just focus different section text kind focused microscope very right 
1,Teacher,100,student that's great that's great answer small machine that's what microscope real word want find here last paragraph 
1,Teacher,100,student would wouldn't thing found water 
1,Teacher,100,student okay well after asked question student answer maybe didn't include what question looking 
1,Teacher,100,student also found different paragraph there multiple answers 
1,Teacher,100,yeah there's multiple pieces equipment that's guys answering 
1,Teacher,100,student lunar orbiter another equipment then fellow classmate also mentioned sentences shall getting sort said microscope yeah 
1,Teacher,100,student just maybe adding couple more equipment sentence help just bulk give more understanding follow reader reading sentence 
1,Teacher,100,correct student answer exactly looking 
1,Teacher,100,student true fully insured 
1,Teacher,100,student moon equipment 
1,Teacher,100,said everyone else student answer correct exactly answer looking 
1,Teacher,100,student know student background knowledge correct he's answer would where answer 
1,Teacher,100,student because student intro wasn't exactly what looking 
1,Teacher,100,wide range could multiple answers likesaid machine there well couldn't find water didn't there right machine microscope excuse student 
1,Teacher,100,alright student saying there's multiple tool used find water because there order find water right that's really good answer 
1,Teacher,100,student started student response really well 
1,Teacher,100,student said nasa sent small machine student correct nasa mentioned part 
1,Teacher,100,student student answer okay student wrong student just fully there okay 
1,Teacher,100,student student student answer nasa sent small machine student right about like small machine piece equipment 
1,Teacher,100,student there some more evidence used also said can't survive without water 
1,Teacher,100,student which right know that's known fact 
1,Teacher,100,student didn't answer question 
1,Teacher,100,student doesn't really explain water being moon would valuable 
1,Teacher,100,student well wrong sense going moment 
1,Teacher,100,student that's good point focusing equipment used find water 
1,Teacher,100,student what wear 
1,Teacher,100,student student right path just need more makes sense 
1,Teacher,100,part student other part need together 
1,Teacher,100,student right track mention microscope 
1,Teacher,100,student yeah microscope part 
1,Teacher,100,student yeah just getting closer closer answer 
1,Teacher,100,student answers little just -they're right direction they're exactly meeting expectations 
1,Teacher,100,student yeah what's student student response i'll read nasa send small machine which true nasa send small machine 
1,Teacher,100,student student right need scientific tool called microscope that's right student right also need 
1,Teacher,100,right student talked about need scientific tool called microscope look really closely that's great sentence great start 
1,Teacher,100,student very true equipment many times many different things actually what used discover water moon 
1,Teacher,100,student answer question because often chicks definitely 
1,Teacher,100,student just think could little more room improvement 
1,Teacher,100,well student background knowledge student science equipment think what question asking doesn't mean necessarily background knowledge more look evidence from text 
1,Teacher,100,student question didn't necessarily background knowledge what said probably would used potentially find water moon 
1,Teacher,100,student question look text evidence don't think text talks about oxygen tanks 
1,Teacher,100,student student answer wasn't wrong think really great start response there said nasa uses small machine sent small machine that's true that's correct 
1,Teacher,100,student there both right because text actually talks about both things used discover water moon 
1,Teacher,100,need just like telling student wellright about 
1,Teacher,100,student also sometimes might answer student answer wrong answering question asked want also look question because sometimes might find something that's text might very true nothing question asked 
1,Teacher,100,student yeah other tool scientist 
1,Teacher,100,next time good okay chose same answer shows guys highlighting right answers passage 
1,Teacher,100,student student absolutely right found water moon that's what passage told 
1,Teacher,100,student student absolutely right while student answer right scientist oxygen tank sometimes when talking about water being found moon 
1,Teacher,100,student don't think answers specific question understand 
1,Teacher,100,student exactly there's possibility lunar there's microscope lunar orbiter helps look ashes moon 
1,Teacher,100,student part 
1,Teacher,100,student student answer great start okay 
1,Teacher,100,student yeah really really important 
1,Teacher,100,student just because didn't talk about reading doesn't mean important 
1,Teacher,100,student weren't wrong just think could build upon student answer more make even stronger 
1,Teacher,100,don't think student answer like saying student answers necessarily wrong student sitting group think student answers work could some improvement 
1,Teacher,100,give same note gave student although answer correct think could build deeper meaning build build upon student answer elop even more make even stronger already 
1,Teacher,100,student student answer correct just when looking answers know there more parts answer make stronger answer doesn't doesn't mean right wrong just stronger 
1,Teacher,100,student part what think student answer although stated used microscope 
1,Teacher,100,student student answer although come straight from article reading 
1,Teacher,100,student well there couple answers 
1,Teacher,100,then student going look student answer really great think really understood text sure quite understood question asking 
1,Teacher,100,tell what equipmentstudent student completely wrong microscope piece equipment that's full answer 
1,Teacher,100,right then student also know microscope well once discovered water remember reading 
1,Teacher,100,student that's good thought through wasn't answer just wasn't correct question 
1,Teacher,100,student student answer correct 
1,Teacher,100,student right might used different equipment moon survive moon field walk around breathe student right 
1,Teacher,100,student spaceship there talking specifically about discover water just like says from reading 
1,Teacher,100,want take look even closer student there's another scientific equipment used specifically find water because microscope going help maybe look water closer look other things maybe just magnified didn't specifically find water 
1,Teacher,100,equipment looking equipment into creators wouldn't exactly microscope into crater find student just something student like 
1,Teacher,100,student what just only thing student answer great because right from text saying water there important 
1,Teacher,100,student some equipment moon focus other what discover water moon 
1,Teacher,100,student find anything specifically related think student really good path quite there 
1,Teacher,100,student part part answer 
1,Teacher,100,student okay there another tool there 
