rerid,speaker,intent,text
2,Teacher,520.1,"Now that we figured out the full answer, what could you do next time so that you don't have to do so much revising?"
2,Teacher,520.1,"Okay, what could you do next time you get a question like this?"
2,Teacher,520.1,What do you think you could do going forward to make sure that we are looking for what the question is asking?
2,Teacher,520.1,"STUDENT, as we talked about earlier in the day, maybe in the future you can use specifying techniques in your responses."
2,Teacher,520.1,"So the next time when you're answering these kinds of questions, be sure to look for your information, or your answer, in the text."
1,Teacher,510.1,A good strategy to help you find the best answer for comprehension questions is to look for the subject and the actions in the text that have the same meaning as those in the question. Let's try that by looking for synonyms for an action word - discover.
1,Teacher,510.1,I heard you thinking in intellectually careful ways today.
1,Teacher,510.1,Savannah just identified the main idea by...
1,Teacher,510.1,"STUDENT just showed us how to use context clues. First, he"
1,Teacher,510.1,"Can somebody tell me, and I want to see your hands raised, what does it mean to find evidence?"
1,Teacher,510.1,"When we're talking about evidence, we're thinking about what words do I see in this text or reading that help me answer this question."
1,Teacher,510.1,"We might look for cue words or leading words, like called, like you notice how called is before that, so that's a great example of a word that we might that we might use."
1,Teacher,510.1,"Alright, STUDENT, can you explain to me what evidence is?"
1,Teacher,510.1,"When we're looking for evidence, we need to find certain specific things that are in that text that will help us."
1,Teacher,510.1,You want to look in the story for where you can find these answers.
1,Teacher,510.1,"The next time you're reading a tough question, it can help you to look for the action words in the question because that's going to help you know specifically what you're looking for."
1,Teacher,510.1,When we read the text and we read the question we need to correlate or we need to put them together to see what they're actually asking.
1,Teacher,510.1,"Then you go look at your question and you look at what it's really asking you, and then you read it again."
1,Teacher,510.1,"If you want to be good at something, you keep doing it over and over and over."
1,Teacher,510.1,Remember when we looked at our question? We found a keyword.
1,Teacher,510.1,Keyword to help us and to answer the question.
1,Teacher,510.1,Always find and identify a keyword. So you really understand what you're looking for and go back in the text.
1,Teacher,510.1,She used the passage that we provided to find her answer. She didn't just use her background knowledge. She made sure to go back and find something in the text.
1,Teacher,510.1,"Make sure when you're reading the passage, you take a holiday. You highlight important facts when you go to your question. "
1,Teacher,510.1,You highlight important words in your question. So you can go back and you can try to find that in the passage.
1,Teacher,510.1,So you see how if you did remember that it was a small machine and I like how you went back and reread your text to figure out what that machine was actually called.
1,Teacher,510.1,"Sometimes we can read things, but not quite absorb everything. So it's always a good idea to go back and reread your text, underline important information and details that can help you answer questions about it afterwards, and keep that knowledge with you."
1,Teacher,510.1,Now one of the strategies that we were going to use today is to look at some key words that we have in our question. 
1,Teacher,510.1,"For restating a question you listen carefully for the words being used, such as in our question."
1,Teacher,510.1,To answer the question using the race method you restate the question.
1,Teacher,510.1,We look really closely at those key words in our question.
1,Teacher,510.1,"Remember when we are reading our question we have to look really closely at those key words, those words that we need to look for in our text."
1,Teacher,510.1,Remember when we are looking at our question we always have to look for those important words.
1,Teacher,510.1,Then we have to look in our text for the same words so that we can try to find our answer.
1,Teacher,510.1,Often when we read it will tell us a sequence. It will tell us what happened first and then what happens next. So it's important when we are answering our questions to look to see if we have gone in the order that is in the story.
1,Teacher,510.1,"We don't want to just say we agree. It's good to agree with people, but it's also good to know why we we think something."
1,Teacher,510.1,"When we're given questions we'd like to find answers that are very specific because the more specific they are, the more sense that they make later on."
1,Teacher,510.1,I think we've all kind of learned a lesson when we're reading the information we have to pay attention to it and not just assume.
1,Teacher,510.1,"Does that make sense? We know we all know, different things about space, but we also need to make sure that we're really reading the information that we're being given."
1,Teacher,510.1,We looked very closely at our text. We looked for those key words.
1,Teacher,510.1,"But what we need to do is definitely go through your passage and then highlight important details. You always want to highlight your headings, or your sub headings."
1,Teacher,510.1,"Because those are a lot of key details in there that could give you some really good text evidence. So that's what you need to do, you want to find details that go along with your question and could possibly support your answer."
1,Teacher,510.1,Maybe like a chronological timeline of events in a text. So if you broke down the text and circled like what happened first and then what happened. And then what happened. You might be able to find a more suitable answer to the question.
1,Teacher,510.1,"You built off your answer. I appreciate how you build your answer. We got more specific. We narrowed down to that core of knowledge, we're looking for. And then we said, Okay, this is, this is what that machine was. And this is what it was doing."
1,Teacher,510.1,"Okay, again, so. And much like with STUDENT earlier, we're just, we're trying to look at that question. And we're specifically boiling it down to just its core components."
1,Teacher,510.1,"Sometimes it takes a little bit of work to get everything together. And it's called summarizing, so we want to be able to put together the words and come up with the best answer."
1,Teacher,510.1,"So I really like to do is the race format. So we're going to restate the question, we're going to answer the question, we're going to cite evidence, and then we're going to explain that evidence."
1,Teacher,510.1,"So for example, when I read, what equipment did scientists use to discover water on the moon. I try to think to myself, I try to restate the question into an answer and then fill in the blank spots that the questions asking."
1,Teacher,510.1,"So for example, I might say, the equipment that the scientist used to discover on the moon would be and then leave that answer blank. And then we could go back in the text to determine what exactly what equipment. "
1,Teacher,510.1,But I think next time we need to use the strategy of looking at keywords and be really specific.
1,Teacher,510.1,"So, that is why it's very important to highlight those keywords. So you can give the best answer."
1,Teacher,510.1,"See, sometimes it's okay to go back and reread to find the answer."
1,Teacher,510.1,"Yes, that is exactly what I would like. And that goes for everyone, not just STUDENT. So when you're answering these questions, try to use what you already know, as well as specific information from what we're reading."
1,Teacher,510.1,"Great job, that's a good strategy finding those key clues and keywords to help you find your answer."
1,Teacher,510.1,"You told me before that what you did was you read, you noticed that the word water was in the question, so you scanned through and you looked for things that related with water."
1,Teacher,510.1,"Great. So I really liked that response because you explained yourself really well. You said that you read the question, you saw what the question was asking for, and then you found it and explained why. So that was a really great response."
1,Teacher,510.1,"Definitely use your imagination, I really like how you visualize the situation before giving your answer. That's a really good strategy to answering questions."
1,Teacher,510.1,"Yes, that was a perfect response you used direct language from the text, used specific vocab, and you provided reasoning. It was very specific. That was a perfect response. Good job."
1,Teacher,510.1,"So to find evidence. We need to use those quotes from the text and I like that. STUDENT quoted. And she said, paragraph three, so we could all look at our texts and find where she was reading."
1,Teacher,510.1,"I like that you're connecting your background knowledge to help you. It's great that you're using your notes to help you further understand this text, that's an excellent strategy that good readers use."
1,Teacher,510.1,Then you provided reasoning which is you can't survive without water. It's very important to backup your answers with reasoning.
1,Teacher,510.1,I'm hearing that you read the text for details and evidence to help support your thinking.
1,Teacher,510.1,You're connecting the details to another part of the text to explain how it could be valuable.
1,Teacher,510.1,"STUDENT, you are using your background knowledge of a definition of orbiter to be able to apply your answer."
1,Teacher,510.1,"So when we're answering comprehension questions like this, we really need to dig into the text and make sure we're using all the information."
1,Teacher,510.1,I am going to give you some sentence starters and this is going to help us really solidify our learning and reading strategies.
1,Teacher,510.1,So you think about the thinking and thinking strategy that you use when you are reading a text and answering a question.
1,Teacher,510.1,"So, why did you change your answer to what STUDENT also wrote? What were you thinking?"
1,Teacher,510.1,She's going back to the text and finding that specific piece of evidence that was used to discover water on the moon.
1,Teacher,510.1,"So this is a really good thing that you were just able to do so when you were rereading, you're able to see where you found your answer. And you were able to find another part that you could add to it."
1,Teacher,510.1,"That's an excellent strategy, to be looking at the text and pulling out those keywords."
1,Teacher,510.1,And I think that that's an excellent strategy for anyone to think about when we're reading a text is to think.
1,Teacher,510.1,When you're trying to answer this question just to try to locate these key words in the paragraph.
1,Teacher,510.1,"When we read, we want to make sure that we're backing up what we're saying with information from the text."
1,Teacher,510.1,"So that's great that's a great segue. So what I wanted to ask you guys, next because you just gave specific evidence of what the question said. And you analyze that and picked an answer, based off that specifically. So that's a great process."
1,Teacher,510.1,So when we're not drawing on our prior knowledge these things can be complex and reviewing them a couple times is important.
1,Teacher,510.1,"It's important for you to look back at the passage to try and determine what the best answer to the question is, it's always helpful to circle key words in the question."
1,Teacher,510.1,"I mean you're 100% right and using that background knowledge, but when we answer questions, especially questions about a text, we always want to make sure that our answers on have evidence that are found directly from the text."
1,Teacher,510.1,"What i'm going to suggest to all of you, is when you start, the first thing you do before you start reading is to actually look closely at the question."
1,Teacher,510.1,So I guess the other strategy that you're going to want to use is to is to think about the question that they're asking and then you're trying to make some connections between the concepts that you're reading.
1,Teacher,510.1,"That can help you make some inferences. you want to read a little bit more closely, for the meaning of the the material before it."
1,Teacher,510.1,"Yeah, so this is a really important skill for scientists. We need to be able to look at a text and use quotes or information from the text to support our answers."
1,Teacher,510.1,Okay so looking for evidence in the text and circling that evidence is a great strategy to make sure that we're answering the question completely.
1,Teacher,510.1,"So we're going to be thinking about what strategies we use to revise our answers and how we can use those strategies, the next time we come across a question like this."
1,Teacher,510.1,I love that you are looking for keywords that's a really strong reading technique.
1,Teacher,510.1,I think that a little bit of specificity and putting a little bit of effort up top may have to save you the trouble of having to revise it several times.
1,Teacher,510.1,"I sort of noticed that, through talking with STUDENT, I mean, that you also added some specificity to your answer, do you think that helped you get a more full response?"
1,Teacher,510.1,"I think that's totally a great strategy for you, I think, if you see the question provide your answer just look over your answer one more time and then make sure it answers matches the question and you'll be good to go."
1,Teacher,510.1,"Fantastic, so I really appreciate something STUDENT just did, he took little parts of the world to lunar orbit to draw a conclusion from that so we're really looking for small details here."
1,Teacher,510.1,"The question when we're looking for an answer it's important to think about those keywords and it can also be helpful to create our sentence, but I wouldn't say that it necessarily has to be in your response."
1,Teacher,510.1,"I think it's nice, though, when we read a text, if we can scan the text for specific pieces of equipment, then that way when we write our answers out if I ever asked you can you tell me what paragraph you found that in, you'd be able to point to that exact part of the text."
1,Teacher,510.1,"So I think STUDENT you did just that, when you just re read that beginning of paragraph two."
1,Teacher,510.1,"Yeah, exactly. You could specify the small machine and that's a strategy you can use in response questions."
1,Teacher,510.1,"Well, in this case, adding a name would be sufficient, but I i'm talking more about a strategy of specifying your responses, instead of just like adding a name into it."
2,Teacher,510.1,"But your strategy is absolutely right, you locate the keywords in the question and you find them in the text."
2,Teacher,510.1,"Um, yeah. So, um, unfortunately, we have to go to lunch. But before we went to lunch. I just wanted to thank you for working with us. Like sometimes"
2,Teacher,510.1,"Um, well, you asked us to look closely for the equipment. Right. And like look at what was using to discover the thing"
2,Teacher,510.1,"Um, well, I'm looking at it and um I think it says, like okay, NASA sent this whole machine called a lunar orbiter to investigate. This lunar orbiter looks for ice deposits in a large polar creator. These ice deposits are very small."
2,Teacher,510.1,"Um, so. Okay, so that's really interesting. So like the arm so like the key, the key word would be like what, what, like equipment like equipment. Is that a keyword?"
