intent,actor,turn,text
130.3,Farrah,,edu: I still don't understand why my answer is wrong
130.3,Farrah,,harvard
130.3,Farrah,,Oh OK OK
130.3,Farrah,,"Oh, but, but I did I had all the keywords I had equipment discover water on the moon"
130.3,Farrah,,"Although they also do say microscope in the lessons and the last sentence of paragraph three, how come that's not the equipment"
130.3,Farrah,,"Oh well, I had a different piece of equipment, I said the microscope and"
130.3,Farrah,,"Agile Teacher Lab: um okay so yeah it said that the orbiter looks for the deposits, but the microscope you need to look at the deposits"
130.3,Farrah,,edu: yeah I saw that one
130.3,Farrah,,teachtoreacheveryreader@gse
130.3,Farrah,,harvard
130.3,Farrah,,Well um I I guess the Lunar orbiter is the right answer but I don't really understand why because
130.3,Farrah,,"Oh well, the microscope"
130.2,Farrah,,"And so I found my answer and part three, I said, you need a scientific tool called a microscope to look really closely and that's evidence from the text also"
130.2,Farrah,, So investigates like when you're a detective and you're like getting clues and finding out the truth
130.2,Farrah,,Yes
130.2,Farrah,,"I'm still kind of, you know, like I i saw the parts that they were saying where they were like,"
130.2,Farrah,, And that's what the question is asking
130.2,Farrah,, Because they were looking at the water
130.2,Farrah,, I had circle too Oliver
130.2,Farrah,,Yeah yeah cuz that that was the same
130.2,Farrah,, I had circled like you know you need a scientific tool called a microscope to look really closely
130.2,Farrah,,Okay
130.2,Farrah,,"Oh, yeah"
130.2,Farrah,, So I think that he's right about equipment
130.2,Farrah,," But I don't think that like I don't think he was I don't think he was reading, ma'am"
130.2,Farrah,," I think she was just saying stuff like that he knew, like I looked at it and I said like I think it's a microscope"
130.2,Farrah,,"Okay, so, you know, initially, that's what I thought, too"
130.2,Farrah,, So I was thinking about what word is like
130.2,Farrah,,So I basically
130.2,Farrah,,"Oh, OK"
130.2,Farrah,, OK
130.2,Farrah,,So I think that they they use the microscope to discover the water like that's how they they found it
130.2,Farrah,," So I'm not really sure like why is my answer, like um not right"
130.2,Farrah,,I actually have a question
130.2,Farrah,, I still don't quite understand why my answer was wrong
130.2,Farrah,,"Um, he said the waters heavy if it's on the space of the spaceship"
130.2,Farrah,," We said that you know the Microsoft the microscope is his equipment and then we said that we also saw in paragraph four, they were talking about a spacecraft and we said that that was equipment to"
130.2,Farrah,,"Well, me and depth kind of set the same stuff"
130.2,Farrah,, I just wanted to share with you how awesome it was to have you with us today
130.2,Farrah,,"So unfortunately, we have to go to our next class, we go to our next class"
130.2,Farrah,," Um, I actually was thinking that the microscope is is probably the the tool that they use to discover water on the moon, but it seems like that answers not right"
130.2,Farrah,,Um sure
130.2,Farrah,, I'm a little confused about why
130.2,Farrah,,I think the equipment was a microscope
130.2,Farrah,,"So I believe they use the microscope because you, you said that we should look at the text"
130.2,Farrah,, It's like saying that the waters microscopic so like I think that's it
130.2,Farrah,," So why I believe that you need a scientific tool called a microscope to see, and then the text"
130.2,Farrah,,edu: I had microscope
130.2,Farrah,,harvard
130.2,Farrah,,teachtoreacheveryreader@gse
130.2,Farrah,,um yeah well now that I understand um yeah uh yeah I do
130.2,Farrah,, So I guess I figured they can spend a lot of money because they have a lot of money
130.2,Farrah,, I don't know if-- I think NASA has a lot of money
130.2,Farrah,, But I don't know if it's worth it
130.2,Farrah,,I guess I don't know
130.2,Farrah,,It means to go around
130.2,Farrah,,"Yeah, so I picked a different piece of equipment and Jazmin picked"
130.2,Farrah,,"Okay, so this paragraph, it tells us"
130.2,Farrah,,"Some of them, yeah"
130.2,Farrah,,"yeah Okay, so I said that you need a scientific tool called a microscope to look really closely"
130.2,Farrah,,"Oh, my mind was going to be different, I was just gonna add on to mine that NASA send a small machine called a lunar orbiter"
130.2,Farrah,,Okay equipment for discovering water
130.2,Farrah,,um no she didn't have the WHO and
130.2,Farrah,,So you're saying you're saying it's the Lunar orbiter and not the microscope
130.2,Farrah,,harvard
130.2,Farrah,,teachtoreacheveryreader@gse
130.2,Farrah,,edu: I circle just over two because the same thing same class in our English teacher told us about looking for the action word in the in the question
130.2,Farrah,,"um yes, I I thought, something different, so I said, you need a scientific tool called a microscope to look really closely and I don't understand why my answer is wrong"
130.2,Farrah,,Reach Every reader: Oh I just got the same thing
130.1,Farrah,," So, okay, I should actually, I had a question, because I circled"
130.1,Farrah,,"Oh, yeah"
130.1,Farrah,,They're looking for the water
130.1,Farrah,,OK
130.1,Farrah,,"Oh, so okay so they had to use this small machine to like find it in the first place"
130.1,Farrah,, Well I guess
130.1,Farrah,," Yeah, I thought about discover just like Oliver I circled equipment and water"
130.1,Farrah,,I'm I'm mostly focused
130.1,Farrah,,Okay yeah so so microscope and lunar orbiter?
130.1,Farrah,,Gotcha
130.1,Farrah,,Teacher
130.1,Farrah,, I don't understand why my answers wrong
130.1,Farrah,,Okay
130.1,Farrah,,harvard
130.1,Farrah,,teachtoreacheveryreader@gse
130.1,Farrah,,"edu: yeah I saw in paragraph two, there was a small machine called a lunar orbiter"
130.1,Farrah,,Okay
130.1,Farrah,,"Okay, you want to have reread it"
130.1,Farrah,,Yeah
130.1,Farrah,," Okay, that makes more sense"
130.1,Farrah,, Okay
130.1,Farrah,,"Okay, so you're saying"
130.1,Farrah,,Oh yeah but I mean also Jazmin because she said something different
120.4,Farrah,,"Yes, Okay, I said, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"So no, not for a long time"
120.4,Farrah,, I don't think that the evidence is
120.4,Farrah,,"Yeah, I found the equipment, but it wasn't an aircraft to I found the equipment in paragraph three because yeah"
120.4,Farrah,,Oh my circle two words right
120.4,Farrah,,"So, okay, be what I was looking at"
120.4,Farrah,,"Yeah, so I think one thing that I thought was really interesting was when I was looking for the for the equipment, but to see like how much equipment they have to use it"
120.4,Farrah,, There's a lot of it
120.4,Farrah,, I don't remember what I put
120.4,Farrah,,I'm I'm trying to remember
120.4,Farrah,, Because I circled it on my tablet oh yeah I circled you need a scientific tool called a microscope to look really closely
120.4,Farrah,, Let me just see
120.4,Farrah,," It's meet Farrah here, I just want to say that I don't understand why my answer's wrong"
120.4,Farrah,,"Well, I"
120.4,Farrah,,I did and I already corrected my answer too
120.4,Farrah,,"Yeah, I learned about how you use microscopes different ways, I think that the thing I want you to the question I have is like why my answer is wrong"
120.4,Farrah,,"Oh, so I think it's the microscope"
120.4,Farrah,,Okay
120.4,Farrah,," So I said,"
120.4,Farrah,,"Okay well i i thought that it was kind of similar to deaths, where it was like, not for a long time because it said, making this plan will take a lot of time and money"
120.4,Farrah,,"so I said microscope, but I'm not quite sure"
120.4,Farrah,, Like why is my answer wrong
120.4,Farrah,," So basically, my answer was just that you need a scientific tool called a microscope to look really closely"
120.4,Farrah,, Yes
120.4,Farrah,,Oh
120.4,Farrah,,"Yeah, sure"
120.4,Farrah,," Okay, so my answer is also know and that I guess I feel a little different from Oliver is like, it wouldn't be useful for a long time"
120.4,Farrah,,"Um, so basically I thought that"
120.4,Farrah,,On
120.4,Farrah,," I was just wondering, because I guess I'm still not sure why my answer's wrong"
120.4,Farrah,,"Yeah, so my answer was basically that you need a scientific tool called a microscope to look really close"
120.4,Farrah,,"Yeah, I said that you need a scientific tool called a microscope to look really close"
120.4,Farrah,, But I don't understand why mine has a partial response
120.4,Farrah,,"I'd say-- I said, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,, But the teacher said that we were all over here because we had partial responses to the question
120.4,Farrah,, I said you need a scientific tool called a microscope to look really closely
120.4,Farrah,,Yeah
120.4,Farrah,, Sure
120.4,Farrah,,Yeah um I circled the last sentence
120.4,Farrah,, It's in the in the story where it says you need a scientific tool called a microscope to look really closely that's at the end of paragraph three
120.4,Farrah,,"Um, okay"
120.4,Farrah,," So, so I looked, I looked, because I was also I was listening to what you are seeing a Jazmin"
120.4,Farrah,, Yes
120.4,Farrah,, Okay
120.4,Farrah,," So I said, that a scientist, would need to use a microscope"
120.4,Farrah,,Oh yeah
120.4,Farrah,,Yeah
120.4,Farrah,," OK, so my answer was basically"
120.4,Farrah,, So my answer was basically that you need a scientific microscope to look really close and
120.4,Farrah,,Okay
120.4,Farrah,," So, all right"
120.4,Farrah,,"Okay, so actually I guess it was really about looking like discover"
120.4,Farrah,, Like it doesn't say discovery to we're supposed to match up
120.4,Farrah,,"Yeah, so that basically like when you look at it, the third paragraph"
120.4,Farrah,,"Yeah, so I was just going to ask like,"
120.4,Farrah,," It says you need a microscope, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"Um, so I think that the um the equipment was the microscope, like in the reading"
120.4,Farrah,,"Well, I was just, I was thinking that you know if I'm, if, if, if the astronauts got, like, you know, thirsty or something, then they could just like drill a hole in the moon, maybe, and then they could drink the water like that maybe"
120.4,Farrah,," And so, do you mind to share with us what your response was,"
120.4,Farrah,,"Okay, Farrah"
120.4,Farrah,,So my answer was that you'd need a scientific tool called a microscope to look really closely
120.4,Farrah,,"They found lots of um, well they found water, they found amounts of water"
120.4,Farrah,," And so he was talking about how like in like rocket launches how like the, like, um like, it looks like smoke but it's actually steam comes out of the rocket when it flies up, which is pretty cool"
120.4,Farrah,,So Pearson was talking about how he went to NASA
120.4,Farrah,, And he like got to go and visit with his dad
120.4,Farrah,," My answer was, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,Sure
120.4,Farrah,,A microscope
120.4,Farrah,,"Um, yeah"
120.4,Farrah,, I just wanted to thank you for working with us
120.4,Farrah,, So I just unfortunately we have to go to lunch
120.4,Farrah,, But before we went to lunch
120.4,Farrah,, I think Luis has his hand raised
120.4,Farrah,,I'm sure I can
120.4,Farrah,,"Well, I guess we were listening to, as you were saying this stuff with with Jazmin"
120.4,Farrah,," So I guess the, the difference is like what's the best answer"
120.4,Farrah,,"Well, I don't really know very much about like"
120.4,Farrah,,"So with that, I circled was ice, ice deposits"
120.4,Farrah,,Okay
120.4,Farrah,, I think the most important word is equipment
120.4,Farrah,,"Yeah, sure"
120.4,Farrah,," Okay, like in the third paragraph, they were talking about finding the water and it said the water they found is microscopic"
120.4,Farrah,,"OK, so my answer was basically no like I don't think it's very convincing"
120.4,Farrah,,"Yeah, I don't think it's actually, I guess, I guess I don't really have a question, because I understand why it's the lunar orbiter because it's not"
120.4,Farrah,," So basically, you just need a scientific a tool called a microscope to look really closely"
120.4,Farrah,,"Oh yeah, okay"
120.4,Farrah,," Um, okay, so I said, you need a microscope to do the water"
120.4,Farrah,,"Sure, we can do that"
120.4,Farrah,,"I mean, this is me, Farrah"
120.4,Farrah,, I looked at over and I don't understand why why the microscope is raw
120.4,Farrah,,harvard
120.4,Farrah,,"edu: I said no, not for a long time"
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,"Oh well, I don't understand why my answers wrong"
120.4,Farrah,,"Oh, my answer was that um you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"Yes, so it seems like for me okay so originally I said that"
120.4,Farrah,,Sounds good
120.4,Farrah,," Okay, you need a scientific tool called microscope to look really close"
120.4,Farrah,,I circled equipment and water
120.4,Farrah,,Ice is frozen water
120.4,Farrah,,"Agile Teacher Lab: yeah My answer is, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,harvard
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,edu: um scientists used a tool called a microscope to look really closely and a lunar orbiter to investigate
120.4,Farrah,,yeah
120.4,Farrah,,yeah
120.4,Farrah,,"Okay, so I highlighted two things first I highlighted the microscope because I thought that was something that you really mean like would be important"
120.4,Farrah,,"Oh, I think I was going to answer the question before, but actually we have to"
120.4,Farrah,,"Okay, so, basically, I said that initially you need a scientific tool called microscope to look really closely and then I said"
120.4,Farrah,,"Okay, so I said that no i'm like it like would not be valuable not like, for a long time"
120.4,Farrah,,"Yeah, I said that you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"Okay yeah so I said no, not for a long time"
120.4,Farrah,,I said um you need a scientific tool called a microscope to look really closely
120.4,Farrah,,harvard
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,"edu: yeah sure I said i'm that you'd need, let me look, I think I say you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,I'll start
120.4,Farrah,, So I said that  In terms of what it meant it
120.4,Farrah,, Scientists us to discover water
120.4,Farrah,,So we had a disagreement
120.4,Farrah,,yeah
120.4,Farrah,,"Okay, well, I put the Lunar orbiter and then I added that to what I said about the microscope So then, I have two names of equipment and I have looking really closely, which is from the story and evidence is just from the story right"
120.4,Farrah,,I could
120.4,Farrah,,"Well, so this is so fun and interesting but we have to go to lunch"
120.4,Farrah,," I'm really sorry, but thank you so much for letting all of us express our ideas on this question"
120.4,Farrah,,"Well, I don't, I don't understand why my answer is wrong"
120.4,Farrah,,"yeah Okay, I can go"
120.4,Farrah,,Can I go first
120.4,Farrah,,I said that you need a scientific tool called a microscope to look really closely
120.4,Farrah,,So I thought the key word
120.4,Farrah,," The most important word was equipment, because that Word tells you that you're looking for, like, a tool for your answer"
120.4,Farrah,,"Um, so I said that you need a scientific tool called a microscope to look really closely and so I don't understand why my answer is wrong"
120.4,Farrah,,I said that you need a scientific tool called a microscope to look really closely
120.4,Farrah,,The small pieces of ice
120.4,Farrah,,"Oh yeah, sure"
120.4,Farrah,," Okay, I said that you need a scientific tool called a microscope to look really closely"
120.4,Farrah,," Originally, so our, our"
120.4,Farrah,," Okay, so, um, well, we had the same answer"
120.4,Farrah,,"Yeah, yeah"
120.4,Farrah,, We'd love to go first
120.4,Farrah,,"Oh, we can go first"
120.4,Farrah,,"I said, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"Okay Oliver said, Well, we actually had the same answer, which was that it was the microscope that you'd need a scientific tool called a microscope"
120.4,Farrah,, Yeah
120.4,Farrah,,"Yeah, we found those two pieces of equipment"
120.4,Farrah,," The Lunar Orbiter and the microscope, and it also talked about a cup like measuring the water"
120.4,Farrah,,"Okay, so I'm"
120.4,Farrah,,"No, I was done"
120.4,Farrah,,"Okay, so um I said that you need a scientific tool called a microscope to look really closely, and so I don't understand why my answer is wrong"
120.4,Farrah,,"Um, I said that she would need a scientific tool called a microscope to look really closely"
120.4,Farrah,,harvard
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,"edu: Yeah, yeah, in the in the second paragraph, it talks about how NASA sent a small machine called a lunar orbiter"
120.4,Farrah,,"So my my answer was that I thought that they use, they would need a scientific tool called a microscope to look really closely so I believe that they use the microscope to find the water"
120.4,Farrah,,Oh yeah absolutely so what I said in the first one was that you need a scientific tool called a microscope to look really close
120.4,Farrah,,"Oh yeah sure, so my revised response was that students use the orbiter to discover tiny bits of frozen water on the moon"
120.4,Farrah,,"yeah Okay, I said you'd need a scientific tool called a microscope to look really closely and and I don't understand why my answer is wrong"
120.4,Farrah,,"Okay, I said, you need a scientific tool called a microscope to look really closely and I don't understand why my answer is wrong"
120.4,Farrah,,"Agile Teacher Lab: Okay, well, I circled two is that okay"
120.4,Farrah,,um yeah so um
120.4,Farrah,,Agile Teacher Lab: Okay yeah I circled you'd need a scientific tool called a microscope to look really closely
120.4,Farrah,,Oh
120.4,Farrah,,"Okay, so um i'm beginning to think that maybe instead of the microscope it's it's the machine i'm that Jazmin was talking about"
120.4,Farrah,,Well i'm i'm a little confused because I said that you need a scientific tool called a microscope in order to look really closely for my answer and I don't understand why my answer is wrong
120.4,Farrah,,Okay yeah um so my answer was that all you need a scientific tool called a microscope to look really closely
120.4,Farrah,,"um yeah well, so my answer is, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,"I said that all scientists know I said, you need a scientific to hold a microscope to look really closely"
120.4,Farrah,,"Okay, because I said that you'd need a scientific tool called a microscope to look really closely and I don't understand why my answer is wrong"
120.4,Farrah,,"um so I I told Chris, but um you hey we need the microscope total closely because there's not a lot of water it's a very little part of it, because it says microscopic"
120.4,Farrah,,"On Okay, I mean it's kind of like what Oliver said Oh, but cuz at the end, it says like they need to come up with a plan, and it will take a lot of time and a lot of money, do you think you will be a good investment so i'm like Well, no, because it'll take a long time"
120.4,Farrah,,"yeah so um I read that Okay, the water is microscopic and so for the equipment, I said I said, you need a microscope to look at it really closely, and so I don't understand why my answer is wrong"
120.4,Farrah,,"Well yeah and this goes back to the question that you asked me before Luis interrupted um so well I picked the microscope because they said, the water um it's really small and you can't discover something if it's too small to see you need a microscope"
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,harvard
120.4,Farrah,,edu: Is it like on like inference our teacher does say talk about inferences
120.4,Farrah,, to look really closely
120.4,Farrah,,yeah so I said that you need a scientific tool called a microscope
120.4,Farrah,,"Okay, so I thought, a word that meant the same thing as equipment with the tool"
120.4,Farrah,,"Okay, mine has the equipment, but not the second part"
120.4,Farrah,,"Okay, so I said that you'd need a scientific tool called microscope to look really closely"
120.4,Farrah,,Okay microscope um because they say the water is microscopic and they can't see it without the microscope
120.4,Farrah,,yeah yeah I want to go is that okay
120.4,Farrah,,"yeah so now i'm a little confused because I guess well, I thought it was the microscope but it sounds like maybe Jazmin is correct, so is she right or am I right"
120.4,Farrah,,i'll go
120.4,Farrah,,still kind of confused
120.4,Farrah,,"Okay um so Oh, let me see"
120.4,Farrah,,um yeah my first one was about that you need a scientific tool called a microscope to look really closely because I got that one right out of the story
120.4,Farrah,,edu: Ya so I said you need a scientific tool called a microscope to look really closely
120.4,Farrah,,harvard
120.4,Farrah,,teachtoreacheveryreader@gse
120.4,Farrah,,yeah okay so um I said that you need a scientific tool called a microscope to look really closely
120.4,Farrah,,"Well, I was talking about"
120.4,Farrah,,"um well I guess yeah that's that's similar for me, because I was looking for equipment and I saw the microscope and arm and I was looking for kind of the water on the moon part of it, and I saw that in um in that paragraph three"
120.4,Farrah,,yeah I said microscope was the equipment
120.4,Farrah,,"yeah yeah Okay, I said, you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,yeah so basically what I said was that you need a scientific to have a microscope to look really close
120.3,Farrah,,Okay it's what equipment that scientists to use to discover water on the moon
120.3,Farrah,,Oh yeah yeah okay so
120.3,Farrah,,"Oh yeah, sure"
120.3,Farrah,, Okay
120.3,Farrah,, Scientists have found evidence that water can be foudn deep within
120.3,Farrah,, Sorry
120.3,Farrah,, Yes
120.3,Farrah,, Okay
120.3,Farrah,,Oh yeah
120.3,Farrah,, Okay
120.3,Farrah,, Yeah
120.3,Farrah,," Oh, cuz this is where my answer came from"
120.3,Farrah,," Um, okay, we're still in number three"
120.3,Farrah,,"Yeah, sure, sure, sure"
120.3,Farrah,, Okay
120.3,Farrah,,Yeah
120.3,Farrah,," The question is, what equipment did scientists use to discover water on the moon"
120.3,Farrah,,That's just a small machine called a lunar orbiter to investigate
120.3,Farrah,,"Oh yeah, I can do that"
120.3,Farrah,,"Um, okay"
120.3,Farrah,, So should I should do the part that I circled
120.3,Farrah,,Is me Farrah
120.3,Farrah,," It says, having water available on the moon would mean more room on the spacecraft for people and things"
120.3,Farrah,, So is that the right answer
120.3,Farrah,, I see the last sentence kind of after Jazmin and Chris's
120.3,Farrah,,"Okay, so to investigate that was the lunar orbiter right"
120.3,Farrah,,Yeah
120.3,Farrah,," It says, That means the moon is still drier than the driest desert on Earth"
120.3,Farrah,,It says that it's really dry
120.3,Farrah,,Oh
120.3,Farrah,, I'll read
120.3,Farrah,, Can I read?
120.3,Farrah,, Scientists have known for a long time that the moon is a desert because it has no atmosphere like we have on earth
120.3,Farrah,,OK
120.3,Farrah,, I see
120.3,Farrah,, OK
120.3,Farrah,,Let me see
120.3,Farrah,,I'm
120.3,Farrah,,We can read super fast
120.3,Farrah,, So we're done
120.3,Farrah,,"So, um, when I read it, I read the thing where it talked about the microscope, because I thought microscope was a tool just like Jazmin"
120.3,Farrah,,"I don't, I don't see what you're seeing"
120.3,Farrah,,"Okay, yeah, yeah"
120.3,Farrah,," Oh, I see that I see"
120.3,Farrah,,Okay
120.3,Farrah,,The question is what equipment did scientists use to discover water on the moon
120.3,Farrah,,"Yeah, we all have it on our tablets"
120.3,Farrah,,Lunar Orbiter will land at the South Pole and look for ice deposits in a large polar
120.3,Farrah,,"Um, what equipment did scientists use to discover water on the moon"
120.3,Farrah,,[Reads text to herself quickly]
120.3,Farrah,, NASA sent a small machine called a Lunar Orbiter to investigate
120.3,Farrah,,Okay
120.3,Farrah,," Um, let's see"
120.3,Farrah,, I'm NASA to small machine called a lunar orbiter to investigate lunar orbiter south pole for look for ice deposits
120.3,Farrah,,And I repeat it
120.3,Farrah,,NASA sent a small machine to the moon to investigate
120.3,Farrah,,Agile Teacher Lab: um yeah so I sent a microscope That was my answer um so I don't understand why my answer is wrong
120.3,Farrah,,"Okay, I'm"
120.3,Farrah,,Thank you
120.3,Farrah,,Huh
120.3,Farrah,," Yes, it's um what equipment did scientists use to discover water on the moon"
120.3,Farrah,,"Yeah, out loud"
120.3,Farrah,,Yes
120.3,Farrah,," So, so what equipment did scientists use to discover water on the moon"
120.3,Farrah,,"Okay, so the question is what equipment did scientists use to discover water on the moon"
120.3,Farrah,,Okay
120.3,Farrah,," Um, so the water they found is microscopic meaning you wouldn't be able to see if you were looking straight at it, you need a scientific tool called a microscope to look really closely"
120.3,Farrah,,They I guess they use the Lunar orbiter to discover it
120.3,Farrah,,"yeah it says, you need a scientific tool called a microscope to look really closely"
120.3,Farrah,,"yeah Okay, so it says what equipment did scientists use to discover"
120.3,Farrah,,Okay um what equipment and scientists used to discover water on the moon
120.3,Farrah,,I circled it and everything
120.3,Farrah,,"Oh i'm so sorry I really I really want to keep going, but we have to go to lunch now"
120.3,Farrah,,"yeah Okay, you need a scientific tool called a microscope to look really closely"
120.3,Farrah,,"Can I read it Okay, the second sentence"
120.3,Farrah,,"Okay, it says what equipment did scientists use to discover water on the moon"
120.2,Farrah,,"Oh well, I guess, if something is so small that you can't even see it, how can you discover it don't you need to see it"
120.2,Farrah,,Uh huh
120.2,Farrah,,Oh yeah
120.2,Farrah,," Um, so I circled you need a scientific tool called a microscope to look really closely"
120.2,Farrah,,"Well, I don't understand why my answers wrong"
120.2,Farrah,,They said that you need a tool
120.2,Farrah,," Well, this was my answer"
120.2,Farrah,,"Um, yeah, I mean like like Jazmin said out people need to be able to drink water"
120.2,Farrah,, Um so yeah that's valuable
120.2,Farrah,,"Oh, it means that like"
120.2,Farrah,, But before we go to lunch
120.2,Farrah,, I just really wanted to thank you for
120.2,Farrah,," But unfortunately, we do have to go to watch"
120.2,Farrah,,I'm so I'm so sorry
120.2,Farrah,,"Yes, we do"
120.2,Farrah,," OK, so my answer was, you need to see typical color microscope to look really close"
120.2,Farrah,,"Sure, no problem"
120.2,Farrah,,We can go one at a time and give you our answers again
120.2,Farrah,,Have I said that they use the microscope
120.2,Farrah,,"Whoa, I guess I kind of like, Um, no, I just saw the microscope"
120.2,Farrah,,I got my answer
120.2,Farrah,,I said that you'd need a scientific tool called a microscope to look really closely
120.2,Farrah,,"yeah yeah so I I thought it was a microscope because I read this part where it says, you'd need a scientific tool called a microscope to look really closely"
120.2,Farrah,,Okay
120.2,Farrah,,"OK, so the stuff about investigate that makes sense"
120.2,Farrah,,"Agile Teacher Lab: On well, I would still say the same sentence, I said before, you'd need a scientific tool called a microscope to look directly at it"
120.1,Farrah,," Okay, so I had said that you know like you need this microscope in order to look really closely, you know, like at the water"
120.1,Farrah,,"Yeah, sure"
120.1,Farrah,,water
120.1,Farrah,,"Oh, the question says what equipment to scientists use to discover water on the moon"
120.1,Farrah,,The microscope
120.1,Farrah,,"Oh,"
120.1,Farrah,,"Um, so my answer was, I guess no, that it wasn't very convincing, because kind of like what Oliver said like, we wouldn't be able to use it for space for a long time, you know,"
120.1,Farrah,,Where the water is?
120.1,Farrah,,Valuable means like something that's really important
120.1,Farrah,," Like, um, um, yeah, something that's important"
120.1,Farrah,,And
120.1,Farrah,," Okay, so we should look for I should look for more equipment?"
120.1,Farrah,,"Yeah, because we could"
120.1,Farrah,,I underlined it
120.1,Farrah,," Is it, you know what I mean is it an answer too?"
120.1,Farrah,,Still confused because i i i guess why the microscope
120.1,Farrah,,"Well, I thought that was the correct tool"
120.1,Farrah,,"Oh well i i i had some equipment, but I don't understand why my answers wrong"
120.1,Farrah,,I'll try
120.1,Farrah,, OK
120.1,Farrah,, So the lunar orbiter sends-- the lunar orbiter--
120.1,Farrah,,The water
120.1,Farrah,," So I guess if I was doing this again, maybe I would do what you had to have just do and look back in the question for an action word"
120.1,Farrah,,"Okay, so we used to think it was the microscope, and now we think it's the lunar orbiter because that's the equipment they used to discover"
120.1,Farrah,,I think we're all ready
120.1,Farrah,,um
120.1,Farrah,,Oh um
120.1,Farrah,,Okay
110.4,Farrah,,I just was wondering because it seems like okay so we said equipment
110.4,Farrah,," I was just wondering like why my answer was, was wrong"
110.4,Farrah,, Because I like I feel like microscope is equipment
110.4,Farrah,,"Okay, um, okay, y'all I so I get it because you you you told Oliver what it is, but, I guess I, I don't know like how how you got there"
110.4,Farrah,," Like, I know I can say it, but I don't know how, how um"
110.4,Farrah,,"Um, so what I'm confused though is, is my answer wrong, or is Jazmin's answer wrong? I said the microscope and Jazmin said the lunar orbiter"
110.4,Farrah,,"Um,"
110.4,Farrah,,"Um yeah I wondering like, I think I'm still confused"
110.4,Farrah,, Like why my answer is wrong
110.4,Farrah,, So did they use the microscope
110.4,Farrah,, Okay
110.4,Farrah,, Yeah
110.4,Farrah,," I'm like, it sounds like they used it"
110.4,Farrah,," Yeah, that makes sense"
110.4,Farrah,,Okay
110.4,Farrah,, So I guess
110.4,Farrah,, Did they say they had to do something else before they used the microscope
110.4,Farrah,,"Um, so, unfortunately, unfortunately, we, we have to go to our next class"
110.4,Farrah,," But before we go, I really wanted to thank you"
110.4,Farrah,,I think I already put evidence in my answer too
110.4,Farrah,,To look at the water on the moon?
110.4,Farrah,,"Agile Teacher Lab: Ya there's a sentence It says, you'd need a scientific tool called a microscope to look really closely that's where I found it"
110.4,Farrah,,Okay okay so um I guess i'm still just not sure how the microscope and the Lunar orbiter like how they fit together in the same answer?
110.4,Farrah,,I think equipments an important word
110.4,Farrah,,"um I mean, I guess, we could still use what Luis said Oh well, she said NASA sent a small machine for me, she could say um"
110.4,Farrah,,"yeah well um I said, I said that the answer was that you need a scientific tool called a microscope to look really closely and I don't understand why my answers wrong"
110.4,Farrah,,RER: Yeah well I'm still kind of confused
110.3,Farrah,,"Um, so my answer was that you'd need a scientific tool called a microscope to look closely"
110.3,Farrah,,"Um, yeah"
110.3,Farrah,, So I said no
110.3,Farrah,, Okay
110.3,Farrah,,That's great
110.3,Farrah,, Thank you
110.3,Farrah,,"yeah Okay, I only do what you were saying about Jazmin's answer because she didn't say the name of the machine but"
110.2,Farrah,,"Well, it's not wrong"
110.2,Farrah,,But the teacher said that we're all here because we we needed to have a more complete response to the text and have a deeper understanding
110.2,Farrah,, So that's equipment
110.2,Farrah,,"Yeah yeah cuz a microscope is a tool, a scientific tool"
110.2,Farrah,,"Oh, okay, great"
110.2,Farrah,,"Okay, that makes sense"
110.2,Farrah,,Yeah yeah
110.2,Farrah,,"Oh, okay, okay"
110.2,Farrah,,"Um, what equipment did telling us to discover water on the moon"
110.2,Farrah,,I don't remember
110.2,Farrah,," The other thing it was the thing that you said Jazmin it's it's it if you if you can get water up there, then you don't have to take it with you, I guess"
110.2,Farrah,,"Um, I think I began to see, but I'm still kind of confused because so if they use the Lunar Orbiter to to find it, they couldn't see it without the microscope, like they had to go out and look at the crystals, right?"
110.2,Farrah,," So, in paragraph three, you need a scientific tool called a microscope to look really closely"
110.2,Farrah,, Okay
110.2,Farrah,,Oh yeah
110.2,Farrah,, You can't see it without microscope
110.2,Farrah,, So you have to see it
110.2,Farrah,,"Um, well okay so I I'm not really sure why my answer might be wrong, because I think the answer is that the microscope is what they use to to find the water you know what I mean? Tey had to look at the water to see it"
110.2,Farrah,, I think I know what you mean
110.2,Farrah,,"Yeah, definitely"
110.2,Farrah,," So, in paragraph, paragraph three"
